"i_scenario","i_N","i_min.futime","i_min.postexp.futime","i_exp.prop","i_lambda12","i_lambda23","i_lambda13","i_rateC","N_eff","N_effexp_p","bhat","HR","d","d_c","d_exp","mst_c","mst_exp","pow"
"test",600,4,4,0.2,1.3,0.04,0.03,0.05,421,0.171021377672209,0.116052424700279,1.12305474639848,130,106,24,NA,22.2307707956698,0
